path,sha256,bytes,kind,change_status,baseline_sha256,purpose,has_direct_entry,default_entry_reachability,reachability_basis,upstream,downstream,literal_file_references,check_depth,substantive_review_scope,associated_tests_static,executed_test_evidence,inherited_review_source,inherited_review_scope,status,limitations
src/freeze_context_replay_r3.py,4ba3bc083014f2f7ecec8d689746b7737332945ab0d7b1419fcb33e56c6b37f8,5259,source,UNCHANGED,4ba3bc083014f2f7ecec8d689746b7737332945ab0d7b1419fcb33e56c6b37f8,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],"[""src/context_ledger_r3.py"",""src/context_queries_r3.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/frontier_labels_r1.py,25cc4eb134a3f0917f714ac60f19c30fa7cbe2d99cbe8e12c5a207ff9040f368,61324,source,UNCHANGED,25cc4eb134a3f0917f714ac60f19c30fa7cbe2d99cbe8e12c5a207ff9040f368,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/frontier_labels_r2.py"",""tests/test_frontier_labels_r1.py""]","[""src/cache_probe.py"",""src/collector.py"",""src/collector_inputs.py"",""src/dune_batch_r1.py"",""src/labels_policy.py"",""src/page_contract.py"",""src/reference_core.py"",""src/reference_recompute.py""]","[""src/labels_policy.py""]",STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/frontier_labels_r2.py,53fe315ea5365a2bb24b98b644024851e0aa016ccd6a4a85b286316d953dff57,16852,source,UNCHANGED,53fe315ea5365a2bb24b98b644024851e0aa016ccd6a4a85b286316d953dff57,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""tests/test_frontier_labels_r2.py""]","[""src/dune_batch_r1.py"",""src/frontier_labels_r1.py"",""src/labels_policy.py"",""src/page_contract.py"",""src/reference_core.py"",""src/reference_recompute.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_frontier_labels_r2.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/independent_amount_audit_r4.py,bd537c61d8e6469960a1c41be95bfd323c9fd2a1f853852370406646b07c1b65,9269,source,UNCHANGED,bd537c61d8e6469960a1c41be95bfd323c9fd2a1f853852370406646b07c1b65,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/independent_evidence_audit_r4.py,a3314ec308d585dadceb8b95bd57839913818e6d38467302c408d0f3bb3ff667,14991,source,UNCHANGED,a3314ec308d585dadceb8b95bd57839913818e6d38467302c408d0f3bb3ff667,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/label_queue.py,34aa43b9cc49e4af44843acbd7da9d5fa3cb6cef97e3e4816c3e9645e6fd15f1,5003,source,UNCHANGED,34aa43b9cc49e4af44843acbd7da9d5fa3cb6cef97e3e4816c3e9645e6fd15f1,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,"[""tests/test_labels.py""]","[""src/labels_policy.py"",""src/reference_core.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_labels.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/labels_history_r4.py,dbcaada564a6b4014907b6ac59f2de6e8b7971b07362b76b2b907b709bc90fba,21649,source,UNCHANGED,dbcaada564a6b4014907b6ac59f2de6e8b7971b07362b76b2b907b709bc90fba,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""tests/test_labels_r4.py""]","[""src/labels_import.py"",""src/labels_policy.py"",""src/reference_core.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_labels_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/labels_import.py,fdd1f7a3a99fc8c18b925215f504e24f32d68389a23cedd68671d700d4871833,9434,source,UNCHANGED,fdd1f7a3a99fc8c18b925215f504e24f32d68389a23cedd68671d700d4871833,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/labels_history_r4.py"",""tests/test_labels_r4.py""]","[""src/labels_policy.py"",""src/reference_core.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_labels_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/labels_policy.py,44546540746e1a7739ddae207963836000cd0c228e2dd39cdd6cc3a3302b6848,7655,source,UNCHANGED,44546540746e1a7739ddae207963836000cd0c228e2dd39cdd6cc3a3302b6848,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/frontier_labels_r1.py"",""src/frontier_labels_r2.py"",""src/label_queue.py"",""src/labels_history_r4.py"",""src/labels_import.py"",""tests/test_frontier_labels_r1.py"",""tests/test_labels.py"",""tests/test_labels_r4.py""]","[""src/reference_core.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py"",""tests/test_labels.py"",""tests/test_labels_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/legacy_guard_r4.py,31c465a6f88c7d2324a2e9f702f2dd8429a7e615d1150aede2d8736f078b50e5,1601,source,UNCHANGED,31c465a6f88c7d2324a2e9f702f2dd8429a7e615d1150aede2d8736f078b50e5,Publicly shipped file; exact byte identity inventoried.,False,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/budget.py"",""src/budget_r2.py"",""src/context_access_r3.py"",""src/dune_live.py"",""src/dune_r1.py"",""src/dune_r2.py"",""src/network.py"",""src/pilot_actions_r2.py"",""src/rpc_context_r1.py"",""tests/test_legacy_guard_r4.py""]",[],"[""configs/STAGE1B_R4_PUBLIC_POLICY.json""]",TARGETED_SUBSTANTIVE_REVIEW,"[""Current exact-byte scoped substantive review documented; complete private review notes are withheld. This does not mean every function was newly audited.""]","[""tests/test_budget.py"",""tests/test_budget_r1.py"",""tests/test_budget_r2.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_export_metadata.py"",""tests/test_dune_live.py"",""tests/test_dune_r1.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_legacy_guard_r4.py"",""tests/test_page_recovery.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_rpc_context_r1.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,CURRENT_SCOPED_REVIEW_DOCUMENTED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/lp_fixture_factory.py,76ce3e3e233778e66af83c266e2c290eab15cd100c47f645b5249df3cf55d73e,11611,source,UNCHANGED,76ce3e3e233778e66af83c266e2c290eab15cd100c47f645b5249df3cf55d73e,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/lp_live_summary.py,81e053d6f2738ee96df2276597e92e7e0389eb442c184172ff60ee0ce8f136e1,3658,source,UNCHANGED,81e053d6f2738ee96df2276597e92e7e0389eb442c184172ff60ee0ce8f136e1,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/lp_model.py,3c139ad16e3da0f4aded30c9cf1f8e3699984375b2433457d7c5f86f542d4e0d,25025,source,UNCHANGED,3c139ad16e3da0f4aded30c9cf1f8e3699984375b2433457d7c5f86f542d4e0d,Publicly shipped file; exact byte identity inventoried.,False,"[""experiment_cli"",""reports_cli"",""package_validation_cli"",""final_real_replay_cli"",""controlled_regression_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/compare_context_r3.py"",""src/context_lp_r3.py"",""src/lp_run.py"",""src/stage1c_intervals.py"",""tests/test_event_order_r2.py"",""tests/test_lp.py"",""tests/test_physical_facts.py"",""tests/test_stage1c_baselines.py"",""tests/test_stage1c_controlled.py""]","[""src/physical_facts.py""]",[],TARGETED_SUBSTANTIVE_REVIEW,"[""Current exact-byte scoped substantive review documented; complete private review notes are withheld. This does not mean every function was newly audited.""]","[""tests/test_context_ledger_r3.py"",""tests/test_context_lp_r3.py"",""tests/test_context_repairs_r4.py"",""tests/test_dune_r4.py"",""tests/test_event_order_r2.py"",""tests/test_legacy_guard_r4.py"",""tests/test_lp.py"",""tests/test_physical_facts.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_stage1c_baselines.py"",""tests/test_stage1c_controlled.py"",""tests/test_stage1c_intervals.py"",""tests/test_stage1c_output_contract.py"",""tests/test_stage1c_r1_faults.py"",""tests/test_stage1c_r1_pipeline.py"",""tests/test_stage1c_real_replay.py"",""tests/test_stage1c_runner.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,CURRENT_SCOPED_REVIEW_DOCUMENTED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/lp_oracle.py,bce0463535197e62eec56b68780d6bfc7a3b62c4ccd39a8b597778406e9e1b1f,2172,source,UNCHANGED,bce0463535197e62eec56b68780d6bfc7a3b62c4ccd39a8b597778406e9e1b1f,Publicly shipped file; exact byte identity inventoried.,False,"[""final_real_replay_cli"",""controlled_regression_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/lp_run.py"",""tests/test_lp.py""]",[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_lp.py"",""tests/test_physical_facts.py"",""tests/test_stage1c_real_replay.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/lp_run.py,36f4ad28b55e736cc9609900b5e450cc2121ecdc6af0b33c30af024be1ec6c07,10810,source,UNCHANGED,36f4ad28b55e736cc9609900b5e450cc2121ecdc6af0b33c30af024be1ec6c07,Publicly shipped file; exact byte identity inventoried.,True,"[""final_real_replay_cli"",""controlled_regression_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/replay_order_same_input_r2.py"",""src/review_replay_r2.py"",""src/review_replay_r3.py"",""src/review_replay_r4.py"",""tests/test_lp.py"",""tests/test_physical_facts.py""]","[""src/lp_model.py"",""src/lp_oracle.py"",""src/physical_facts.py""]",[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_lp.py"",""tests/test_physical_facts.py"",""tests/test_stage1c_real_replay.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/lp_test_receipt.py,2a3e04a357b17d449c53484503a81dcacc45fcacb9ea1cba2492f5c5d0d5b6a8,1530,source,UNCHANGED,2a3e04a357b17d449c53484503a81dcacc45fcacb9ea1cba2492f5c5d0d5b6a8,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,[],[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],[],[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/network.py,a40a070810092074ef82a522be6e9c7f1fb992e27d1e788b323f5f03b93e1fc3,5524,source,UNCHANGED,a40a070810092074ef82a522be6e9c7f1fb992e27d1e788b323f5f03b93e1fc3,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/context_access_r3.py"",""src/context_access_r4.py"",""src/dune_live.py"",""src/dune_r2.py"",""src/dune_r4.py"",""tests/test_legacy_guard_r4.py""]","[""src/budget.py"",""src/legacy_guard_r4.py""]",[],TARGETED_SUBSTANTIVE_REVIEW,"[""Current exact-byte scoped substantive review documented; complete private review notes are withheld. This does not mean every function was newly audited.""]","[""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_export_metadata.py"",""tests/test_dune_live.py"",""tests/test_dune_r1.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_legacy_guard_r4.py"",""tests/test_page_recovery.py"",""tests/test_r4_retry_integration_review.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,CURRENT_SCOPED_REVIEW_DOCUMENTED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/package_review_r2.py,06e6d72eceebcd23bf3dd2e7ce9effccc83e28897f7fbf256891fd975e6d79dd,18637,source,UNCHANGED,06e6d72eceebcd23bf3dd2e7ce9effccc83e28897f7fbf256891fd975e6d79dd,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/validate_review_bundle_r2.py"",""tests/test_package_review_r2.py"",""tests/test_validate_review_bundle_r2.py""]","[""src/public_export_r1.py""]","["".gitattributes"","".gitignore"",""requirements.txt""]",STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_package_review_r2.py"",""tests/test_validate_review_bundle_r2.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/package_review_r3.py,84d825b237a80911c0ca870e9629c371b0f490fe30fbf61467efe49ab1942324,18742,source,UNCHANGED,84d825b237a80911c0ca870e9629c371b0f490fe30fbf61467efe49ab1942324,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/assemble_review_inputs_r3.py"",""src/validate_review_bundle_r3.py"",""src/validation_faults_r4.py"",""tests/test_package_review_r3.py"",""tests/test_validate_review_bundle_r3.py""]","[""src/public_export_r1.py""]","["".gitattributes"","".gitignore"",""configs/PUBLIC_VALIDATION_R3.json"",""configs/STAGE1B_R3_PUBLIC_POLICY.json"",""requirements.txt""]",STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_package_review_r3.py"",""tests/test_revision_validation_r4_r1.py"",""tests/test_validate_review_bundle_r3.py"",""tests/test_validation_status_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/package_review_r4.py,62143417d68e44791a52400e5c08c2486ccb262b4039f14f4af68ae85896d93f,19694,source,UNCHANGED,62143417d68e44791a52400e5c08c2486ccb262b4039f14f4af68ae85896d93f,Publicly shipped file; exact byte identity inventoried.,True,"[""final_real_replay_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/validate_review_bundle_r4.py"",""src/validation_faults_r4.py""]","[""src/public_export_r1.py""]","["".gitattributes"","".gitignore"",""configs/PUBLIC_VALIDATION_R3.json"",""configs/PUBLIC_VALIDATION_R4.json"",""configs/STAGE1B_R3_PUBLIC_POLICY.json"",""configs/STAGE1B_R4_PUBLIC_POLICY.json"",""requirements.txt""]",STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_revision_validation_r4_r1.py"",""tests/test_stage1c_real_replay.py"",""tests/test_validation_status_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/package_review_r4_r1.py,5c546a4668e70be37554746f95b2b59a1073a31bc7ec99b2fe15da86e88cf7b8,20124,source,UNCHANGED,5c546a4668e70be37554746f95b2b59a1073a31bc7ec99b2fe15da86e88cf7b8,Publicly shipped file; exact byte identity inventoried.,True,[],Static AST imports only; module reachability is not function execution evidence.,"[""src/validate_review_bundle_r4_r1.py"",""src/validation_faults_r4_r1.py""]","[""src/public_export_r1.py""]","["".gitattributes"","".gitignore"",""configs/PUBLIC_VALIDATION_R3.json"",""configs/PUBLIC_VALIDATION_R4.json"",""configs/PUBLIC_VALIDATION_R4_R1.json"",""configs/STAGE1B_R3_PUBLIC_POLICY.json"",""configs/STAGE1B_R4_PUBLIC_POLICY.json"",""configs/STAGE1B_R4_R1_PUBLIC_POLICY.json"",""requirements.txt""]",STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_revision_validation_r4_r1.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,NOT_ON_STATIC_DEFAULT_IMPORT_PATH_RETAINED_HISTORICAL_SURFACE,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/page_attempts.py,b3a2535923a5cd0ce7c7b8d21dcce3e16b5d7217d43c9f917bb26becb5842a3e,9335,source,UNCHANGED,b3a2535923a5cd0ce7c7b8d21dcce3e16b5d7217d43c9f917bb26becb5842a3e,Publicly shipped file; exact byte identity inventoried.,False,"[""experiment_cli"",""reports_cli"",""package_validation_cli"",""final_real_replay_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/budget_r2.py"",""src/context_access_r3.py"",""src/context_access_r4.py"",""src/dune_live.py"",""src/dune_r1.py"",""src/dune_r2.py"",""src/dune_r4.py"",""src/pilot_actions_r2.py"",""src/provider_dune.py"",""tests/test_context_access_r3.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_r1.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_page_recovery.py"",""tests/test_r4_retry_integration_review.py""]",[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_budget_r2.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_context_ledger_r3.py"",""tests/test_context_repairs_r4.py"",""tests/test_dune_batch_r1.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_export_metadata.py"",""tests/test_dune_live.py"",""tests/test_dune_observed_replay.py"",""tests/test_dune_r1.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_event_order_r2.py"",""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py"",""tests/test_legacy_guard_r4.py"",""tests/test_page_recovery.py"",""tests/test_physical_facts.py"",""tests/test_pilot_metrics_r2.py"",""tests/test_provider_dune.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_reference_delta_r2.py"",""tests/test_revision_validation_r4_r1.py"",""tests/test_stage1c_r1_faults.py"",""tests/test_stage1c_r1_pipeline.py"",""tests/test_stage1c_real_replay.py"",""tests/test_stage1c_runner.py"",""tests/test_validate_review_bundle_r1.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py"",""tests/test_validation_status_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/page_contract.py,579b2a4e00419d17a206c8fde20aaea9e3e56c09e0c625199e6d2757640de7d9,7184,source,UNCHANGED,579b2a4e00419d17a206c8fde20aaea9e3e56c09e0c625199e6d2757640de7d9,Publicly shipped file; exact byte identity inventoried.,False,"[""experiment_cli"",""reports_cli"",""package_validation_cli"",""final_real_replay_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/context_evidence_r2.py"",""src/context_ledger_r3.py"",""src/dune_batch_r1.py"",""src/dune_live.py"",""src/dune_r1.py"",""src/dune_r2.py"",""src/dune_r4.py"",""src/frontier_labels_r1.py"",""src/frontier_labels_r2.py"",""src/pilot_metrics_r2.py"",""src/provider_dune.py"",""src/weth_trace_adapter_r4.py"",""tests/test_page_recovery.py""]",[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_context_ledger_r3.py"",""tests/test_context_repairs_r4.py"",""tests/test_dune_batch_r1.py"",""tests/test_dune_cap_exception.py"",""tests/test_dune_export_metadata.py"",""tests/test_dune_live.py"",""tests/test_dune_observed_replay.py"",""tests/test_dune_r1.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_event_order_r2.py"",""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py"",""tests/test_legacy_guard_r4.py"",""tests/test_page_recovery.py"",""tests/test_physical_facts.py"",""tests/test_pilot_metrics_r2.py"",""tests/test_provider_dune.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_reference_delta_r2.py"",""tests/test_revision_validation_r4_r1.py"",""tests/test_rpc_context_r1.py"",""tests/test_stage1c_r1_faults.py"",""tests/test_stage1c_r1_pipeline.py"",""tests/test_stage1c_real_replay.py"",""tests/test_stage1c_runner.py"",""tests/test_validate_review_bundle_r1.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py"",""tests/test_validation_status_r4.py"",""tests/test_weth.py"",""tests/test_weth_identity_r1.py"",""tests/test_weth_source_adapter_r3.py"",""tests/test_weth_trace_adapter_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
src/physical_facts.py,b2daea8d6c523048541fd2ae88d7fbf0c3f0e05cbc9ad26d3d807a967620d2f6,8362,source,UNCHANGED,b2daea8d6c523048541fd2ae88d7fbf0c3f0e05cbc9ad26d3d807a967620d2f6,Publicly shipped file; exact byte identity inventoried.,False,"[""experiment_cli"",""reports_cli"",""package_validation_cli"",""final_real_replay_cli"",""controlled_regression_cli""]",Static AST imports only; module reachability is not function execution evidence.,"[""src/cache_probe.py"",""src/collector.py"",""src/dune_batch_r1.py"",""src/dune_observed_replay.py"",""src/lp_model.py"",""src/lp_run.py"",""src/provider_dune.py"",""tests/test_physical_facts.py""]",[],[],STATIC_AST_AND_LITERAL_REFERENCE_INVENTORY,[],"[""tests/test_collector.py"",""tests/test_context_access_r3.py"",""tests/test_context_access_r4.py"",""tests/test_context_ledger_r3.py"",""tests/test_context_lp_r3.py"",""tests/test_context_repairs_r4.py"",""tests/test_dune_batch_r1.py"",""tests/test_dune_observed_replay.py"",""tests/test_dune_r2.py"",""tests/test_dune_r4.py"",""tests/test_event_order_r2.py"",""tests/test_frontier_labels_r1.py"",""tests/test_frontier_labels_r2.py"",""tests/test_legacy_guard_r4.py"",""tests/test_lp.py"",""tests/test_mixed_receipts_r4_r1.py"",""tests/test_page_recovery.py"",""tests/test_physical_facts.py"",""tests/test_pilot_metrics_r2.py"",""tests/test_provider_contracts_r4.py"",""tests/test_provider_dune.py"",""tests/test_r4_retry_integration_review.py"",""tests/test_reference_delta_r2.py"",""tests/test_revision_validation_r4_r1.py"",""tests/test_stage1c_baselines.py"",""tests/test_stage1c_controlled.py"",""tests/test_stage1c_intervals.py"",""tests/test_stage1c_output_contract.py"",""tests/test_stage1c_r1_faults.py"",""tests/test_stage1c_r1_pipeline.py"",""tests/test_stage1c_real_replay.py"",""tests/test_stage1c_runner.py"",""tests/test_validate_review_bundle_r1.py"",""tests/test_validate_review_bundle_r2.py"",""tests/test_validate_review_bundle_r3.py"",""tests/test_validation_status_r4.py""]",[],,Prior accepted public code identity when the public parent hash is shown; internal acceptance provenance is withheld.,STATICALLY_REACHABLE_INHERITED_REVIEW_LIMITED,"Only public dependency edges are displayed. Private paths, hashes, review annotations and internal evidence identities are withheld; aggregate executed checks appear separately."
